DATE,LIKE,HAHA,LOVE,WOW,CARE,ANGRY,SAD
2022-01-08,11767.0,478.0,78.0,62.0,22.0,52.0,11.0
2022-01-09,14481.0,1127.0,70.0,211.0,38.0,20.0,13.0
2022-01-10,20020.0,2272.0,95.0,249.0,50.0,10.0,30.0
2022-01-11,20786.0,1540.0,118.0,381.0,211.0,28.0,45.0
2022-01-12,16933.0,1655.0,104.0,253.0,33.0,33.0,16.0
2022-01-13,38356.0,2018.0,214.0,320.0,99.0,25.0,24.0
2022-01-14,26055.0,2715.0,208.0,465.0,87.0,57.0,129.0
2022-01-15,20979.0,1285.0,74.0,140.0,56.0,14.0,12.0
2022-01-16,22873.0,990.0,100.0,450.0,35.0,11.0,13.0
2022-01-17,44445.0,2477.0,189.0,564.0,92.0,29.0,30.0
2022-01-18,30106.0,2069.0,132.0,1892.0,71.0,65.0,275.0
2022-01-19,30135.0,2814.0,251.0,317.0,54.0,17.0,28.0
2022-01-20,26361.0,1370.0,111.0,238.0,49.0,48.0,99.0
2022-01-21,32126.0,4850.0,253.0,1062.0,98.0,45.0,127.0
2022-01-22,22367.0,2020.0,84.0,566.0,52.0,44.0,94.0
2022-01-23,12538.0,519.0,49.0,295.0,31.0,31.0,24.0
2022-01-24,41076.0,3119.0,153.0,247.0,84.0,15.0,93.0
2022-01-25,39247.0,4763.0,186.0,723.0,93.0,78.0,69.0
2022-01-26,27678.0,2428.0,222.0,733.0,1081.0,77.0,413.0
2022-01-27,34276.0,1467.0,827.0,458.0,561.0,77.0,141.0
2022-01-28,29527.0,1515.0,133.0,665.0,70.0,37.0,75.0
2022-01-29,16414.0,693.0,104.0,157.0,61.0,17.0,23.0
2022-01-30,32906.0,408.0,225.0,224.0,68.0,38.0,18.0
2022-01-31,30833.0,1701.0,221.0,204.0,145.0,21.0,36.0
2022-02-01,36415.0,572.0,221.0,425.0,99.0,45.0,89.0
2022-02-02,36976.0,3216.0,247.0,268.0,115.0,30.0,107.0
2022-02-03,28256.0,888.0,164.0,241.0,57.0,14.0,32.0
2022-02-04,27211.0,1144.0,175.0,206.0,63.0,116.0,22.0
2022-02-05,34345.0,524.0,224.0,169.0,96.0,24.0,19.0
2022-02-06,19136.0,520.0,174.0,198.0,621.0,21.0,54.0
2022-02-07,47471.0,5787.0,220.0,1029.0,91.0,86.0,80.0
2022-02-08,31217.0,1882.0,126.0,340.0,67.0,96.0,34.0
2022-02-09,34584.0,2522.0,441.0,994.0,179.0,109.0,863.0
2022-02-10,44350.0,1360.0,198.0,488.0,101.0,67.0,117.0
2022-02-11,28012.0,1584.0,203.0,345.0,164.0,46.0,56.0
2022-02-12,19166.0,871.0,81.0,192.0,50.0,33.0,33.0
2022-02-13,25743.0,1541.0,155.0,445.0,58.0,32.0,47.0
2022-02-14,30607.0,2174.0,254.0,441.0,74.0,181.0,125.0
2022-02-15,45147.0,2861.0,208.0,694.0,86.0,70.0,299.0
2022-02-16,43433.0,3385.0,213.0,368.0,86.0,61.0,116.0
2022-02-17,28547.0,1432.0,173.0,290.0,96.0,79.0,116.0
2022-02-18,161535.0,11215.0,10757.0,912.0,635.0,94.0,893.0
2022-02-19,57623.0,12345.0,371.0,2022.0,156.0,287.0,106.0
2022-02-20,71581.0,8151.0,583.0,718.0,141.0,170.0,70.0
2022-02-21,69252.0,3999.0,382.0,1112.0,281.0,84.0,278.0
2022-02-22,103885.0,12090.0,2306.0,1497.0,343.0,241.0,238.0
2022-02-23,194935.0,18445.0,12411.0,2428.0,1163.0,252.0,1701.0
2022-02-24,94244.0,2827.0,361.0,6418.0,479.0,342.0,425.0
2022-02-25,128252.0,7211.0,1600.0,1247.0,602.0,409.0,856.0
2022-02-26,35129.0,6837.0,453.0,309.0,1143.0,202.0,896.0
2022-02-27,78262.0,2069.0,768.0,661.0,508.0,60.0,306.0
2022-02-28,133545.0,12579.0,9134.0,971.0,709.0,80.0,162.0
2022-03-01,60352.0,2070.0,1276.0,1287.0,406.0,322.0,2722.0
2022-03-02,58397.0,4167.0,334.0,1626.0,602.0,225.0,204.0
2022-03-03,57344.0,10762.0,398.0,7173.0,494.0,535.0,2456.0
2022-03-04,74719.0,6952.0,765.0,1745.0,1485.0,353.0,433.0
2022-03-05,36907.0,10422.0,277.0,397.0,109.0,99.0,120.0
2022-03-06,62349.0,9942.0,1035.0,1468.0,250.0,225.0,302.0
2022-03-07,86139.0,9182.0,2765.0,928.0,1584.0,305.0,1121.0
2022-03-08,78446.0,10994.0,983.0,828.0,301.0,154.0,180.0
2022-03-09,42130.0,3812.0,376.0,691.0,861.0,123.0,252.0
2022-03-10,60225.0,9969.0,496.0,1199.0,1186.0,158.0,392.0
2022-03-11,93395.0,10025.0,765.0,1498.0,225.0,509.0,284.0
2022-03-12,45714.0,8271.0,329.0,1981.0,172.0,545.0,112.0
2022-03-13,55640.0,12248.0,3415.0,685.0,594.0,135.0,6242.0
2022-03-14,47771.0,9154.0,351.0,1153.0,165.0,255.0,174.0
2022-03-15,57532.0,4876.0,304.0,1211.0,140.0,588.0,307.0
2022-03-16,92628.0,23423.0,4301.0,1108.0,620.0,292.0,145.0
2022-03-17,91872.0,25298.0,546.0,5922.0,271.0,258.0,455.0
2022-03-18,104610.0,9492.0,1901.0,5952.0,531.0,656.0,334.0
2022-03-19,85176.0,17792.0,3717.0,632.0,386.0,149.0,489.0
2022-03-20,27487.0,3298.0,221.0,335.0,87.0,74.0,41.0
2022-03-21,74539.0,9978.0,1128.0,3227.0,375.0,297.0,1371.0
2022-03-22,67539.0,5481.0,644.0,1499.0,164.0,177.0,261.0
2022-03-23,42602.0,8126.0,505.0,985.0,148.0,46.0,250.0
2022-03-24,42808.0,3389.0,260.0,872.0,445.0,106.0,167.0
2022-03-25,40311.0,4797.0,288.0,618.0,172.0,77.0,301.0
2022-03-26,116556.0,18381.0,8050.0,1048.0,622.0,244.0,210.0
2022-03-27,71830.0,23252.0,454.0,1422.0,133.0,38.0,113.0
2022-03-28,45645.0,4692.0,276.0,996.0,571.0,86.0,109.0
2022-03-29,62337.0,4391.0,412.0,822.0,186.0,91.0,198.0
2022-03-30,62771.0,6125.0,632.0,1494.0,242.0,266.0,775.0
2022-03-31,46097.0,6928.0,963.0,758.0,631.0,273.0,165.0
2022-04-01,100762.0,40010.0,656.0,2902.0,340.0,6056.0,237.0
2022-04-02,53217.0,7401.0,460.0,949.0,178.0,196.0,2037.0
2022-04-03,147452.0,20534.0,11441.0,4299.0,2792.0,306.0,4062.0
2022-04-04,62366.0,10526.0,549.0,951.0,184.0,218.0,243.0
2022-04-05,89235.0,20057.0,4183.0,1664.0,261.0,189.0,234.0
2022-04-06,80726.0,5401.0,530.0,814.0,281.0,521.0,82.0
2022-04-07,80267.0,16131.0,743.0,2137.0,392.0,832.0,377.0
2022-04-08,53952.0,9474.0,583.0,1472.0,272.0,292.0,180.0
2022-04-09,56848.0,34316.0,330.0,596.0,194.0,142.0,125.0
2022-04-10,45697.0,13510.0,319.0,578.0,159.0,70.0,256.0
2022-04-11,111431.0,13749.0,683.0,1472.0,564.0,185.0,414.0
2022-04-12,76478.0,5755.0,486.0,969.0,221.0,262.0,182.0
2022-04-13,63929.0,11179.0,359.0,1540.0,251.0,217.0,392.0
2022-04-14,82935.0,10078.0,1062.0,1638.0,1285.0,700.0,254.0
2022-04-15,65188.0,9422.0,494.0,1958.0,239.0,358.0,260.0
2022-04-16,84992.0,11491.0,3826.0,2887.0,366.0,177.0,263.0
2022-04-17,96986.0,15728.0,3228.0,1016.0,510.0,606.0,330.0
2022-04-18,129661.0,35505.0,788.0,2336.0,1078.0,626.0,4596.0
2022-04-19,71680.0,4847.0,1324.0,2091.0,477.0,203.0,872.0
2022-04-20,101731.0,13440.0,646.0,2287.0,324.0,378.0,256.0
2022-04-21,80342.0,10622.0,1793.0,2540.0,1320.0,988.0,371.0
2022-04-22,88698.0,16746.0,1231.0,1231.0,614.0,840.0,1057.0
2022-04-23,87729.0,20823.0,731.0,607.0,229.0,143.0,142.0
2022-04-24,63862.0,16921.0,583.0,525.0,181.0,189.0,101.0
2022-04-25,99299.0,20152.0,4153.0,1427.0,481.0,448.0,469.0
2022-04-26,54929.0,5903.0,339.0,2118.0,217.0,312.0,304.0
2022-04-27,108448.0,14817.0,707.0,3268.0,326.0,369.0,1409.0
2022-04-28,89731.0,5628.0,2944.0,1104.0,735.0,252.0,11873.0
2022-04-29,134649.0,18585.0,1300.0,5173.0,366.0,206.0,264.0
2022-04-30,53472.0,18303.0,502.0,577.0,485.0,165.0,407.0
2022-05-01,17571.0,708.0,186.0,198.0,65.0,69.0,98.0
